,PlaylistID,Song,SongURI,PreviewLink,Album,Artist,Genres,BigAlbumArt,SmallAlbumArt,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,TimeSignature
294,1bajQBeCG1mWb1TwtjwZp4,Gloomy Sunday - Take 1,spotify:track:0qjm0mzBCZC2jUPNTH3B1k,,God Bless The Child - The Very Best Of Billie Holiday,Billie Holiday,[],https://i.scdn.co/image/ab67616d00001e02ce0aacbe9c55400c2ae825db,https://i.scdn.co/image/ab67616d00004851ce0aacbe9c55400c2ae825db,0.387,0.0738,7,-12.114,0,0.0367,0.979,2.2e-06,0.126,0.22,80.568,191187,3
295,1bajQBeCG1mWb1TwtjwZp4,Hello,spotify:track:4sPmO7WMQUAf45kwMOtONw,,25,Adele,[],https://i.scdn.co/image/ab67616d00001e024c3bbcff5e7248e415548f12,https://i.scdn.co/image/ab67616d000048514c3bbcff5e7248e415548f12,0.481,0.451,5,-6.095,0,0.0347,0.336,0,0.0872,0.289,157.966,295493,4
296,1bajQBeCG1mWb1TwtjwZp4,With A Little Help From My Friends,spotify:track:3o5gCJAFtSRhimOjLgzxnv,,20th Century Masters: The Millennium Collection: Best Of Joe Cocker,Joe Cocker,[],https://i.scdn.co/image/ab67616d00001e023796c423c20cbfaa6a07b3b8,https://i.scdn.co/image/ab67616d000048513796c423c20cbfaa6a07b3b8,0.308,0.452,2,-11.192,1,0.0647,0.314,0.00112,0.16,0.356,142.522,312267,3
297,1bajQBeCG1mWb1TwtjwZp4,My Immortal - Band Version,spotify:track:3PYdxIDuBIuJSDGwfptFx4,https://p.scdn.co/mp3-preview/fb3b0bcc45f9e02a0694df4f99f1f8ee6c1facc0?cid=8ea9544c774649e49a2c2e41feb74396,Fallen,Evanescence,[],https://i.scdn.co/image/ab67616d00001e0225f49ab23f0ec6332efef432,https://i.scdn.co/image/ab67616d0000485125f49ab23f0ec6332efef432,0.367,0.34,9,-7.877,1,0.0306,0.755,1.56e-05,0.0868,0.0704,149.788,273360,4
298,37i9dQZF1E8PfgKraZNXwN,Mourning Sound,spotify:track:0szSOfZVM3G5mWI1ogQjr7,https://p.scdn.co/mp3-preview/77271716b8701674e5888146fe41c46cda14abc9?cid=8ea9544c774649e49a2c2e41feb74396,Painted Ruins,Grizzly Bear,[],https://i.scdn.co/image/ab67616d00001e025ffc636c233a725727db58de,https://i.scdn.co/image/ab67616d000048515ffc636c233a725727db58de,0.507,0.737,7,-6.332,1,0.0624,0.15,0.159,0.122,0.441,128.015,262107,4
299,37i9dQZF1E8PfgKraZNXwN,New Theory,spotify:track:230SHXjjyWkT7Zorx6hsiy,https://p.scdn.co/mp3-preview/fee25775b63800172f5cba7c02eac2b9e374a9aa?cid=8ea9544c774649e49a2c2e41feb74396,Life of Leisure,Washed Out,[],https://i.scdn.co/image/ab67616d00001e02cd4896d5151581d35aa1e5c0,https://i.scdn.co/image/ab67616d00004851cd4896d5151581d35aa1e5c0,0.549,0.865,7,-1.827,1,0.0523,0.0505,0.189,0.147,0.355,100.511,168680,4
300,37i9dQZF1E8PfgKraZNXwN,Party Talk,spotify:track:3QeEHHo6807CQBKLXkva5p,https://p.scdn.co/mp3-preview/be290c9778e291b8c7e86aa0aba48d0a88a34ec9?cid=8ea9544c774649e49a2c2e41feb74396,Idle Labor,Craft Spells,[],https://i.scdn.co/image/ab67616d00001e020018ead928142ceaa14136ae,https://i.scdn.co/image/ab67616d000048510018ead928142ceaa14136ae,0.648,0.672,2,-9.872,1,0.0454,0.0259,0.924,0.388,0.788,120.01,220639,4
301,37i9dQZF1E8PfgKraZNXwN,Colored Emotions,spotify:track:1YCt0tIYzY5zNWAF9HkaqG,https://p.scdn.co/mp3-preview/9bd974b7aaa46711bfcdd2c843c3fd41757620d5?cid=8ea9544c774649e49a2c2e41feb74396,Colored Emotions,Night Moves,[],https://i.scdn.co/image/ab67616d00001e02fd0ea87c616bf1db825bf66d,https://i.scdn.co/image/ab67616d00004851fd0ea87c616bf1db825bf66d,0.476,0.652,1,-4.604,0,0.0258,0.613,0.606,0.159,0.229,98.917,259867,4
302,37i9dQZF1E8PfgKraZNXwN,Dark Days,spotify:track:7LZN7FkxHZk6maiN6NdI2i,https://p.scdn.co/mp3-preview/4d6ee4ea1df13d4ea61cf003fc87dfd6bdceb6fa?cid=8ea9544c774649e49a2c2e41feb74396,Sunlit Youth,Local Natives,[],https://i.scdn.co/image/ab67616d00001e021b7b6f5cc146a35bfb545d82,https://i.scdn.co/image/ab67616d000048511b7b6f5cc146a35bfb545d82,0.604,0.655,9,-7.088,1,0.0273,0.109,0.0019,0.125,0.59,115.038,180413,4
303,37i9dQZF1E8PfgKraZNXwN,Summer Holiday,spotify:track:3apHHamyT9TN9UIp7IFIQB,https://p.scdn.co/mp3-preview/638c9381e98833c64bc539a29c2bb521d00e22ac?cid=8ea9544c774649e49a2c2e41feb74396,Gemini,Wild Nothing,[],https://i.scdn.co/image/ab67616d00001e026da7c8855ee1e48bb4d29184,https://i.scdn.co/image/ab67616d000048516da7c8855ee1e48bb4d29184,0.358,0.921,4,-5.12,1,0.0699,0.21,0.708,0.0783,0.577,162.081,242746,4
